ip,Pkey,CHECK
84.170.143.29,63938,63938
79.204.95.166,63940,63940
84.184.91.190,63941,63941
95.90.202.5,63942,63942
84.186.224.122,63943,63943
95.90.221.33,63944,63944
95.90.197.119,63946,63946
93.218.27.91,63948,#N/A
77.64.236.128,63949,63949
92.200.158.123,63950,63950
88.133.184.243,63951,63951
80.77.212.218,63952,63952
77.182.188.52,63953,63953
92.76.227.204,63954,#N/A
109.91.131.147,63956,63956
188.22.148.186,63957,63957
91.97.247.14,63958,63958
37.201.193.170,63959,#N/A
78.43.43.83,63960,63960
134.3.254.33,63961,#N/A
91.42.172.126,63962,#N/A
46.5.16.98,63965,63965
95.90.216.22,63966,63966
83.243.115.248,63967,63967
80.187.108.225,63970,#N/A
193.159.75.165,63971,63971
93.234.249.230,63976,63976
80.141.197.51,63977,63977
217.72.210.154,63979,63979
77.177.11.240,63980,63980
87.150.41.113,63981,63981
91.38.117.21,63983,63983
79.196.172.183,63984,63984
93.159.120.70,63985,63985
95.91.225.175,63988,63988
84.172.70.20,63989,63989
212.65.27.135,63990,63990
109.192.103.227,63993,63993
89.182.200.154,63994,63994
195.71.133.78,63995,63995
217.95.198.253,63996,63996
213.162.68.98,63997,63997
92.75.125.238,63999,63999
78.43.42.105,64000,64000
37.49.34.255,64001,64001
217.226.13.5,64002,64002
95.91.201.252,64003,64003
91.97.174.55,64004,64004
109.47.0.19,64006,64006
37.24.151.195,64008,64008
188.109.86.152,64009,64009
88.74.167.232,64010,64010
95.90.214.162,64011,64011
79.241.251.37,64012,64012
5.42.136.241,64013,64013
79.248.195.124,64014,64014
217.231.92.161,64017,64017
94.218.5.207,64018,64018
87.142.69.56,64020,64020
217.231.112.235,64024,#N/A
83.55.79.24,64025,64025
94.217.214.39,64026,#N/A
95.90.186.52,64027,64027
5.146.58.53,64034,64034
79.222.30.31,64035,64035
188.105.228.105,64037,64037
2.174.151.143,64038,64038
87.185.14.155,64040,64040
109.91.189.50,64042,64042
87.170.192.149,64043,64043
92.209.51.189,64044,64044
78.54.75.44,64045,64045
84.146.122.64,64047,64047
92.106.80.183,64048,64048
79.199.127.74,64051,64051
79.251.154.69,64052,64052
188.110.5.94,64054,64054
178.4.84.182,64056,64056
95.90.201.236,64057,64057
79.200.138.22,64058,64058
77.1.226.103,64060,64060
78.49.184.44,64062,64062
77.119.131.38,64064,64064
87.174.65.142,64067,64067
178.201.162.71,64072,64072
91.44.73.39,64073,64073
79.232.238.35,64074,64074
37.201.154.104,64075,64075
62.93.12.137,64076,64076
82.135.82.22,64077,64077
87.79.135.220,64078,64078
92.77.105.226,64081,64081
188.104.102.9,64083,64083
79.237.53.130,64084,64084
88.130.216.124,64086,64086
87.79.86.167,64087,64087
62.226.223.116,64090,64090
84.157.23.194,64092,64092
109.84.3.192,64093,#N/A
188.99.227.100,64097,64097
2.241.11.114,64099,64099
84.131.108.167,64101,64101
188.106.179.153,64102,64102
93.214.24.200,64103,64103
79.221.107.237,64104,64104
151.236.226.154,64106,64106
77.21.215.194,64108,64108
79.207.56.236,64110,64110
145.53.218.17,64111,64111
84.162.12.172,64117,64117
93.203.79.148,64118,64118
5.56.177.134,64119,64119
80.88.23.67,64122,64122
46.59.163.153,64123,64123
88.74.32.81,64125,64125
217.92.104.233,64127,64127
84.187.66.194,64129,64129
178.142.17.42,64130,64130
93.211.139.60,64133,64133
2.241.62.157,64135,64135
89.204.130.77,64136,64136
95.90.210.53,64138,64138
87.185.82.10,64145,64145
89.204.137.191,64146,64146
109.47.1.63,64147,#N/A
80.187.109.182,64148,64148
188.96.90.100,64149,64149
109.91.103.211,64150,#N/A
80.243.48.105,64151,#N/A
91.19.112.214,64152,64152
80.187.105.48,64153,64153
84.134.144.50,64154,64154
79.214.63.149,64155,#N/A
94.216.215.238,64157,#N/A
2.173.165.13,64159,64159
109.43.1.177,64160,#N/A
5.146.193.236,64162,64162
95.90.201.109,64163,64163
95.116.78.57,64167,64167
2.246.164.77,64169,64169
95.112.143.151,64170,64170
85.178.63.157,64171,64171
37.49.126.94,64173,64173
84.182.214.16,64174,64174
91.21.126.235,64176,64176
109.44.3.105,64179,64179
109.44.1.151,64185,#N/A
89.204.139.124,64191,64191
62.158.91.194,64192,64192
78.52.152.66,64193,64193
87.156.247.245,64195,64195
84.227.251.185,64204,64204
80.187.98.120,64205,64205
178.19.229.31,64207,64207
93.228.235.47,64208,64208
217.247.163.217,64209,64209
84.136.103.41,64212,64212
93.211.122.77,64216,64216
88.78.164.165,64217,64217
85.199.112.140,64220,64220
82.140.62.159,64221,64221
178.4.240.216,64222,#N/A
37.188.139.70,64225,64225
84.179.82.191,64230,64230
78.42.121.210,64232,64232
83.216.113.71,64233,64233
79.252.89.209,64234,64234
94.134.233.62,64236,64236
84.151.151.85,64238,64238
88.78.150.34,64245,64245
78.54.200.88,64248,64248
95.91.224.140,64254,64254
77.10.21.47,64256,64256
91.53.35.154,64260,64260
84.59.165.235,64267,64267
80.187.113.116,64273,#N/A
89.204.153.192,64275,64275
95.90.220.188,64281,64281
93.227.46.199,64283,64283
95.89.115.45,64285,64285
109.47.3.206,64286,64286
2.206.0.208,64287,64287
85.1.13.28,64289,64289
91.33.123.232,64291,64291
47.68.101.77,64292,64292
194.208.136.214,64293,64293
93.221.129.158,64294,64294
109.91.64.197,64296,64296
93.222.188.253,64299,64299
85.176.248.175,64300,64300
79.242.24.187,64301,64301
95.88.62.137,64303,64303
77.21.12.194,64306,64306
84.153.24.56,64307,64307
188.210.56.16,64310,64310
178.2.123.52,64312,64312
92.73.219.39,64318,64318
78.50.11.209,64321,64321
176.4.67.148,64322,64322
93.211.134.174,64324,64324
77.181.49.231,64326,64326
92.225.135.241,64330,64330
92.192.60.160,64334,64334
92.208.199.57,64340,64340
80.143.121.12,64343,64343
2.162.66.10,64344,64344
95.91.235.21,64345,64345
79.252.14.65,64346,64346
84.170.105.120,64350,64350
87.154.142.246,64352,64352
193.158.168.152,64353,64353
79.231.180.90,64355,64355
149.172.30.40,64358,64358
95.103.13.90,64359,64359
88.217.181.196,64360,64360
93.194.106.7,64364,64364
79.196.194.31,64366,64366
84.170.49.31,64368,64368
84.58.146.189,64371,64371
80.187.113.98,64372,64372
92.201.98.146,64376,64376
85.180.114.111,64377,64377
31.17.11.158,64378,64378
81.244.118.75,64379,64379
188.194.0.253,64382,64382
95.91.228.72,64385,#N/A
178.6.173.147,64390,64390
79.205.89.5,64391,64391
109.44.1.139,64392,64392
2.244.103.126,64393,64393
109.42.1.68,64395,64395
91.0.248.129,64396,64396
213.23.92.36,64397,64397
88.217.40.170,64398,64398
89.217.32.23,64401,64401
89.204.153.238,64402,#N/A
79.207.201.244,64405,64405
79.213.202.86,64406,64406
94.219.199.119,64409,#N/A
79.254.157.52,64413,#N/A
109.192.142.7,64414,64414
79.247.142.91,64416,64416
91.11.248.178,64417,64417
91.67.95.39,64420,64420
31.18.27.116,64422,64422
77.9.224.42,64433,64433
185.22.141.3,64435,#N/A
84.147.198.159,64440,64440
89.245.56.23,64443,64443
87.146.30.155,64444,64444
84.178.118.242,64447,64447
91.5.115.237,64448,64448
84.158.68.242,64451,64451
188.193.224.156,64453,64453
88.130.10.177,64454,64454
85.177.145.33,64458,64458
193.154.25.46,64461,64461
79.219.226.148,64462,64462
87.79.84.182,64465,64465
37.201.190.200,64466,#N/A
176.0.103.222,64472,64472
78.94.59.134,64474,64474
89.14.40.248,64475,64475
80.187.110.9,64476,64476
109.45.0.177,64484,64484
79.195.82.59,64487,64487
195.5.26.155,64488,64488
80.131.6.111,64489,64489
79.237.69.70,64490,64490
95.90.212.145,64492,64492
91.57.26.27,64494,64494
149.172.94.43,64495,64495
84.152.144.173,64496,64496
84.179.118.108,64498,64498
109.47.194.34,64499,64499
46.128.138.166,64500,64500
188.97.74.201,64501,64501
217.234.68.138,64502,64502
37.201.229.178,64503,64503
91.6.95.158,64506,64506
92.202.75.107,64508,64508
92.195.125.211,64510,#N/A
217.253.196.85,64511,64511
88.69.38.211,64512,64512
217.237.95.125,64515,64515
84.156.242.136,64519,64519
87.158.46.157,64521,64521
91.16.44.101,64522,64522
217.227.201.46,64527,64527
178.196.128.232,64528,64528
87.154.4.222,64532,64532
79.241.200.49,64534,64534
84.170.199.42,64539,64539
78.52.162.63,64543,64543
91.42.22.190,64549,64549
213.162.68.103,64552,64552
87.133.23.216,64558,64558
95.91.218.193,64559,#N/A
80.144.54.240,64563,64563
178.14.74.190,64564,64564
95.90.203.116,64566,64566
93.206.49.87,64568,64568
84.175.118.186,64570,64570
91.15.12.225,64571,64571
146.60.206.241,64574,64574
91.40.110.118,64575,64575
87.156.152.106,64576,64576
188.99.223.117,64580,64580
92.193.96.240,64581,64581
176.0.34.36,64583,64583
84.170.83.21,64589,64589
94.134.194.35,64593,64593
87.123.242.249,64594,64594
149.172.254.24,64597,64597
89.166.191.166,64605,64605
217.81.54.37,64609,64609
91.45.166.52,64610,64610
87.149.4.90,64611,64611
178.197.224.40,64614,64614
87.163.77.113,64615,64615
82.113.121.234,64616,64616
80.108.178.25,64618,64618
62.46.106.6,64622,64622
109.45.3.102,64631,#N/A
109.106.53.129,64637,64637
95.91.206.0,64640,#N/A
84.118.124.18,64641,64641
93.219.207.181,64652,64652
47.66.41.5,64654,64654
80.187.97.133,64660,64660
78.50.98.28,64661,64661
212.95.7.31,64667,64667
176.4.92.56,64669,64669
5.10.53.16,64675,64675
188.118.171.185,64686,#N/A
84.180.110.231,64687,64687
92.214.128.9,64690,64690
80.171.175.76,64693,64693
80.187.111.181,64697,64697
78.63.232.58,64699,64699
89.15.239.126,64700,#N/A
84.143.72.83,64703,64703
92.77.102.77,64704,64704
78.63.209.143,64706,64706
84.241.71.226,64708,64708
88.69.22.80,64721,64721
79.243.225.45,64722,64722
84.56.240.253,64727,#N/A
83.215.96.203,64728,64728
88.69.224.139,64732,64732
80.236.238.196,64734,64734
82.113.106.18,64738,64738
217.81.232.11,64742,64742
91.13.90.140,64745,64745
87.123.208.18,64748,#N/A
89.245.248.95,64754,64754
91.18.92.250,64757,64757
46.223.88.132,64767,64767
109.44.3.186,64770,64770
95.90.227.45,64782,64782
95.90.186.75,64783,#N/A
85.1.163.88,64784,64784
84.118.129.85,64787,64787
84.171.129.37,64789,64789
188.102.76.213,64790,64790
79.237.250.209,64793,64793
84.159.48.30,64801,64801
89.13.104.203,64802,64802
31.16.90.222,64804,64804
95.90.184.127,64810,64810
93.119.242.87,64813,64813
87.157.12.203,64819,64819
89.183.35.241,64821,64821
84.141.110.22,64822,64822
217.234.65.217,64824,64824
217.240.71.115,64826,64826
178.238.167.223,64828,64828
78.54.224.157,64839,64839
193.158.185.241,64843,64843
91.63.240.235,64848,64848
83.163.80.244,64850,64850
87.79.251.1,64857,64857
95.222.31.7,64859,#N/A
87.78.35.163,64861,64861
88.65.75.24,64862,64862
88.217.180.175,64864,#N/A
93.195.225.10,64866,64866
88.20.39.218,64867,64867
90.69.17.228,64868,64868
78.48.182.205,64871,64871
80.138.232.63,64872,#N/A
2.240.29.72,64874,64874
77.21.57.154,64875,64875
79.234.222.61,64876,64876
88.153.7.182,64877,64877
77.176.87.207,64878,64878
31.19.32.40,64879,64879
93.227.146.191,64881,#N/A
78.55.199.114,64883,64883
95.90.244.218,64885,64885
109.90.230.216,64887,64887
188.104.216.227,64889,64889
87.181.27.42,64890,64890
178.2.27.195,64892,64892
95.90.236.228,64893,64893
95.90.200.69,64895,64895
146.52.27.79,64896,64896
84.186.122.158,64898,64898
91.89.29.80,64900,64900
178.7.242.9,64902,64902
92.228.153.124,64904,64904
88.134.149.126,64905,64905
188.97.206.45,64906,64906
46.223.1.38,64907,64907
85.178.8.44,64909,64909
92.231.45.105,64911,64911
95.90.235.91,64913,64913
87.179.23.10,64915,64915
84.149.193.235,64916,64916
46.5.211.201,64917,64917
79.248.67.232,64918,64918
84.144.119.225,64919,64919
84.180.68.246,64920,64920
109.91.35.85,64922,64922
77.21.99.142,64923,64923
93.104.133.173,64924,64924
178.200.231.66,64925,64925
80.187.96.232,64926,64926
93.233.140.49,64927,64927
80.135.8.196,64930,64930
89.183.130.37,64932,64932
176.2.97.202,64933,64933
37.24.166.240,64934,64934
178.0.101.88,64938,64938
78.35.244.209,64939,64939
78.48.202.177,64940,64940
95.113.166.132,64941,64941
87.153.89.9,64944,#N/A
87.165.136.120,64945,64945
95.90.203.135,64946,64946
46.5.17.58,64947,64947
217.94.38.198,64948,64948
95.208.248.74,64949,#N/A
95.116.90.104,64950,64950
79.236.226.225,64951,#N/A
78.43.42.46,64953,64953
82.49.139.210,64955,64955
84.187.28.217,64956,64956
178.5.205.76,64958,64958
94.114.236.22,64959,64959
95.114.124.237,64962,64962
84.135.248.175,64965,64965
79.193.15.142,64966,64966
188.104.183.81,64967,64967
188.101.15.216,64968,64968
37.201.183.135,64969,64969
91.53.28.167,64971,64971
178.5.192.233,64972,64972
87.170.253.160,64973,#N/A
94.135.214.31,64974,64974
109.44.1.165,64975,64975
77.20.8.13,64980,#N/A
79.241.65.106,64981,64981
188.98.201.32,64983,64983
92.225.134.62,64986,64986
85.178.246.171,64988,64988
78.49.232.61,64990,64990
84.186.84.29,64991,64991
79.242.99.235,64992,64992
91.17.104.116,64994,64994
84.167.194.193,64997,64997
79.244.132.35,64999,64999
5.28.113.100,65000,65000
78.42.65.140,65003,65003
82.82.32.48,65007,65007
79.202.155.160,65010,65010
91.65.250.103,65011,65011
79.197.6.231,65012,65012
84.176.249.92,65014,65014
92.74.123.197,65016,65016
5.56.215.152,65017,65017
91.59.64.162,65018,65018
188.101.214.59,65021,65021
93.197.231.251,65022,65022
217.234.100.42,65023,65023
87.123.96.15,65025,65025
87.65.143.100,65027,65027
87.132.21.134,65030,65030
92.200.45.64,65031,65031
88.152.243.93,65032,65032
178.5.188.158,65033,65033
92.226.252.216,65035,65035
95.90.223.31,65039,65039
87.149.210.137,65042,65042
93.131.233.133,65043,65043
94.134.206.56,65046,65046
80.187.110.54,65047,#N/A
80.110.53.95,65052,65052
82.119.8.97,65055,65055
79.198.31.2,65059,65059
5.146.186.152,65062,65062
94.31.84.247,65066,65066
79.224.75.155,65067,65067
79.237.25.126,65068,65068
84.175.56.200,65070,65070
5.147.148.38,65074,65074
87.78.160.8,65075,65075
176.0.139.21,65077,65077
217.246.224.240,65079,65079
77.6.122.106,65082,65082
178.10.71.40,65084,65084
85.179.63.139,65085,65085
87.173.191.7,65088,65088
217.225.22.60,65089,65089
87.187.193.153,65091,65091
194.230.159.219,65092,65092
46.5.19.75,65094,65094
109.43.1.171,65095,65095
46.5.100.86,65096,65096
79.230.243.136,65098,65098
92.210.85.137,65099,65099
88.67.48.201,65103,65103
88.69.133.12,65105,65105
78.42.255.19,65106,65106
141.35.29.251,65107,65107
79.232.255.92,65108,65108
178.201.253.167,65109,65109
87.154.186.237,65110,65110
109.84.2.132,65114,65114
62.2.215.194,65115,65115
84.61.219.10,65116,65116
178.10.178.83,65119,#N/A
109.90.216.252,65120,#N/A
46.126.102.224,65121,65121
84.58.91.47,65122,65122
109.235.226.72,65123,65123
80.128.97.79,65124,65124
84.169.27.205,65128,65128
89.15.236.37,65129,#N/A
166.137.252.117,65130,65130
2.173.172.219,65134,65134
109.47.0.122,65135,65135
92.211.30.17,65136,65136
2.173.48.218,65137,65137
85.178.32.18,65138,65138
46.244.174.225,65141,65141
46.223.128.19,65144,#N/A
84.185.226.80,65145,65145
94.217.225.192,65147,65147
217.248.80.154,65149,65149
79.247.46.229,65150,65150
87.183.130.117,65153,65153
188.194.66.179,65154,65154
37.201.193.79,65157,#N/A
95.116.120.217,65158,65158
78.52.135.104,65159,65159
93.204.71.198,65166,65166
81.27.122.254,65167,65167
176.7.88.129,65173,65173
84.133.99.77,65178,65178
95.90.216.161,65183,65183
79.246.74.65,65185,65185
93.216.79.177,65188,65188
87.78.138.245,65189,65189
84.176.236.190,65190,65190
91.33.192.52,65197,65197
188.106.177.175,65200,65200
5.146.8.190,65203,65203
91.7.94.175,65205,65205
134.3.23.126,65213,65213
78.51.118.59,65217,65217
81.173.137.44,65218,65218
81.32.176.185,65225,65225
91.7.121.250,65227,65227
91.64.73.32,65229,65229
109.192.237.231,65230,65230
94.114.205.120,65239,65239
77.25.171.244,65245,65245
92.210.10.88,65246,65246
31.212.166.46,65248,65248
85.181.137.34,65249,65249
85.176.149.81,65251,65251
84.160.61.205,65252,65252
178.200.146.112,65256,65256
89.144.197.198,65260,65260
79.207.59.143,65261,65261
95.90.210.69,65264,#N/A
91.56.164.180,65270,#N/A
78.50.73.134,65273,65273
93.216.36.101,65278,65278
81.241.192.206,65280,65280
95.91.215.247,65282,65282
84.145.116.143,65283,65283
93.194.100.147,65287,65287
80.187.104.134,65288,65288
79.204.129.206,65289,65289
88.74.92.254,65291,65291
79.231.40.181,65292,65292
93.135.158.194,65297,65297
93.129.215.95,65298,65298
31.16.50.57,65300,65300
80.147.37.214,65302,65302
91.15.84.60,65303,65303
95.90.223.171,65304,65304
91.36.124.137,65307,65307
95.91.225.57,65310,65310
188.193.253.12,65320,65320
84.129.104.151,65322,65322
84.152.117.32,65324,65324
80.138.158.129,65328,65328
195.253.29.32,65330,#N/A
95.91.234.188,65332,#N/A
94.223.182.125,65334,65334
88.217.98.196,65339,65339
77.181.83.25,65340,65340
88.71.196.229,65343,65343
217.87.131.123,65348,65348
95.91.209.85,65351,65351
88.70.186.94,65353,65353
95.90.184.108,65354,65354
91.39.255.105,65355,65355
77.13.229.139,65363,65363
217.248.13.161,65366,65366
79.243.217.211,65370,65370
80.134.2.23,65372,65372
87.163.26.12,65376,65376
142.54.195.29,65379,65379
94.223.167.198,65382,65382
91.96.135.8,65386,65386
91.5.86.238,65387,65387
217.253.242.119,65389,65389
87.150.174.25,65390,65390
95.208.248.21,65391,65391
95.90.246.211,65394,65394
80.108.111.28,65403,65403
109.84.1.235,65404,#N/A
5.146.26.112,65408,65408
188.194.186.70,65409,65409
178.202.214.155,65413,65413
217.245.34.207,65415,65415
86.56.14.74,65416,65416
46.142.62.180,65418,65418
84.179.136.48,65426,65426
93.223.165.121,65430,65430
84.129.250.149,65432,65432
91.65.148.252,65435,65435
62.216.196.153,65438,65438
83.86.86.228,65439,65439
79.192.18.180,65442,65442
62.143.80.26,65445,65445
217.227.21.52,65446,65446
79.193.226.164,65449,65449
95.90.226.39,65450,65450
178.2.61.202,65451,65451
82.113.98.84,65452,65452
94.216.183.26,65454,65454
217.230.169.221,65461,65461
84.183.75.38,65462,65462
46.5.2.10,65470,#N/A
93.129.121.184,65473,65473
77.181.21.137,65478,65478
84.118.171.229,65480,65480
94.222.55.255,65481,65481
31.19.66.148,65482,65482
87.164.79.227,65484,65484
31.187.125.153,65485,65485
2.242.76.219,65486,65486
80.142.8.34,65488,65488
79.226.5.73,65489,65489
46.5.32.96,65491,65491
195.243.55.131,65492,65492
77.10.44.11,65493,65493
77.10.200.81,65494,65494
139.30.224.246,65495,65495
178.27.56.245,65496,65496
46.207.178.73,65499,65499
31.17.122.60,65500,65500
94.217.202.252,65502,65502
94.219.157.41,65503,65503
87.151.105.65,65504,65504
95.91.224.66,65505,65505
178.25.157.183,65506,#N/A
87.189.209.41,65507,65507
95.115.161.94,65508,65508
87.174.113.131,65512,65512
176.198.17.147,65514,65514
217.234.137.254,65515,65515
80.121.32.246,65516,65516
95.208.248.84,65518,#N/A
80.136.202.245,65521,65521
87.78.162.227,65522,65522
80.142.102.20,65523,65523
95.91.218.140,65524,65524
